Numero_capitulo,Volumen,Nombre,Titulo_romanji,Titulo_viz,Paginas,Fecha,Episodios,Anio,Saga Argumental
632,64,I Knew,Shitteta,I Knew,19,2011-07-16,2011 Issue ,2011,Saga de la isla Gyojin
633,64,Friend or Foe,Teki ka Mikata ka,Friend or Foe,19,2011-08-01,2011 Issue ,2011,Saga de la isla Gyojin
634,64,"100,000 vs. 10",Juman Basasu Ju,"100,000 vs. 10",19,2011-08-08,2011 Issue 35-,2011,Saga de la isla Gyojin
635,64,So Scared I Ran Up to the Sky,Sora o Tobu Hodo Ozamashi,So Scared I Ran Up to the Sky,19,2011-08-22,2011 Issue ,2011,Saga de la isla Gyojin
636,64,General from Futureland,Miraikoku kara Kita Shogun,General from Futureland,19,2011-08-29,2011 Issue ,2011,Saga de la isla Gyojin
637,65,The Ancient Ark,Inishie no Hakobune,The Ancient Ark,19,2011-09-05,2011 Issue ,2011,Saga de la isla Gyojin
638,65,Escape-Hoshi,Nigehoshi,Escape-Hoshi,19,2011-09-12,2011 Issue ,2011,Saga de la isla Gyojin
639,65,Protect Everything,Zenbu Mamoru,Protect Everything,19,2011-09-17,2011 Issue ,2011,Saga de la isla Gyojin
640,65,Above Fish-Man Island,Gyojinto Chokujo,Above Fish-Man Island,19,2011-09-26,2011 Issue ,2011,Saga de la isla Gyojin
641,65,What Are You?,Omae wa Nanda,What Are You?,19,2011-10-08,2011 Issue ,2011,Saga de la isla Gyojin
642,65,Lost All Face,Menmoku nado Marutsubure,Lost All Face,19,2011-10-17,2011 Issue ,2011,Saga de la isla Gyojin
643,65,Phantom,Fantomu,Phantom,19,2011-10-24,2011 Issue ,2011,Saga de la isla Gyojin
644,65,To Zero,Zero ni,To Nothing,19,2011-10-31,2011 Issue ,2011,Saga de la isla Gyojin
645,65,Death Is Another Form of Revenge,Shi mo Mata Fukushu,Death Is Another Form of Revenge,19,2011-11-07,2011 Issue ,2011,Saga de la isla Gyojin
646,65,Frog,Kaeru,Frog,19,2011-11-21,2011 Issue ,2011,Saga de la isla Gyojin
647,66,"Stop, Noah",Tomare Noa,"Stop, Noah",19,2011-11-28,2011 Issue ,2011,Saga de la isla Gyojin
648,66,The Road Toward the Sun,Taiyo e to Tsuzuku Michi,The Road Toward the Sun,19,2011-12-05,2012 Issue,2011,Saga de la isla Gyojin
649,66,The Dance of Sea Breams and Flounders,Tai ya Hirame no Maiodori,The Dance of Breams and Plaices,19,2011-12-12,2012 Issue,2011,Saga de la isla Gyojin
650,66,Two Changes to Be Aware Of,Shitteokubeki Futatsu no Henka,Two Changes to Be Aware Of,17,2011-12-19,2012 Issue 3,2011,Saga de la isla Gyojin
651,66,A Voice From the New World,Shin Sekai kara no Koe,A Voice From the New World,19,2012-01-04,2012 Issue 5,2012,Saga de la isla Gyojin
652,66,Grim Premonitions,Zento Tanan no Yokan,A Premonition of Stormy Seas,17,2012-01-16,2012 Issue,2012,Saga de la isla Gyojin
653,66,The Hero Hat,Hiro no Boshi,The Hero Hat,19,2012-01-23,2012 Issue,2012,Saga de la isla Gyojin
654,66,Gam,Gamu (Shogun),A Gam of Whales,19,2012-01-30,2012 Issue,2012,Saga de la isla Gyojin
655,66,Punk Hazard,Panku Hazado,Punk Hazard,19,2012-02-06,2012 Issue ,2012,Saga de Dressrosa
656,66,Adventure on the Burning Island,Moeru Shima no Boken,Adventure on the Burning Island,19,2012-02-13,2012 Issue ,2012,Saga de Dressrosa
657,67,Severed Head,Namakubi,Severed Head,17,2012-02-20,2012 Issue ,2012,Saga de Dressrosa
658,67,Biscuits Room,Bisuketto Rumu,The Biscuits Room,19,2012-03-05,2012 Issue ,2012,Saga de Dressrosa
659,67,About My Torso,Dotai no Hanashi,About My Torso,19,2012-03-12,2012 Issue ,2012,Saga de Dressrosa
660,67,"Trafalgar Law, Warlord of the Sea","""Oka Shichibukai"" Torafaruga Ro","Trafalgar Law, Warlord of the Sea",19,2012-03-19,2012 Issue ,2012,Saga de Dressrosa
661,67,The Lake of Bandits,Oihagi no Deru Mizuumi,Lakeside Bandits,19,2012-03-26,2012 Issue ,2012,Saga de Dressrosa
662,67,Warlord Law Vs. Vice Admiral Smoker,Shichibukai Ro Basasu Sumoka Chujo,Warlord Law Vs. Vice Admiral Smoker,19,2012-04-02,2012 Issue ,2012,Saga de Dressrosa
663,67,CC,Shi-Shi,CC,19,2012-04-16,2012 Issue ,2012,Saga de Dressrosa
664,67,Master Caesar Clown,Masuta Shiza Kuraun,Master Caesar Clown,19,2012-04-23,2012 Issue 21-,2012,Saga de Dressrosa
665,67,CANDY,Kyandi,Candy,17,2012-05-07,2012 Issue ,2012,Saga de Dressrosa
666,67,Yeti Cool Brothers,Ieti Kuru Burazazu,Yeti Cool Brothers,17,2012-05-14,2012 Issue ,2012,Saga de Dressrosa
667,67,COOL FIGHT,Kuru Faito,Cool Fight,19,2012-05-21,2012 Issue ,2012,Saga de Dressrosa
668,68,Pirate Alliance,Kaizoku Domei,Pirate Alliance,19,2012-05-28,2012 Issue ,2012,Saga de Dressrosa
669,68,Commence Operation,Sakusen Kaishi,Commence Operation,17,2012-06-04,2012 Issue ,2012,Saga de Dressrosa
670,68,Blizzard With a Chance of Slime,Fubuki Tokidoki Suraimu,Blizzard With a Chance of Slime,17,2012-06-11,2012 Issue ,2012,Saga de Dressrosa
671,68,Gasu Gasu no Mi,Gasu Gasu no Mi,Gas-Gas Fruit,17,2012-06-18,2012 Issue ,2012,Saga de Dressrosa
672,68,My Name Is Kin'emon!!,Sessha!! Na o Kin'emon to Mosu!!,My Name Is Kin'emon!!,19,2012-07-02,2012 Issue ,2012,Saga de Dressrosa
673,68,Vergo and Joker,Verugo to Joka,Vergo and Joker,19,2012-07-09,2012 Issue ,2012,Saga de Dressrosa
674,68,The Observers,Bokansha-tachi,The Observers,17,2012-07-14,2012 Issue ,2012,Saga de Dressrosa
675,68,"I Call It ""Shinokuni""",Sono Na mo 'Shinokuni',I Call It Land of the Dead,19,2012-07-30,2012 Issue ,2012,Saga de Dressrosa
676,68,The Perfect Weapon of Mass Murder,Kanzen naru Satsuriku Heiki,The Perfect Weapon of Mass Murder,19,2012-08-06,2012 Issue 36-,2012,Saga de Dressrosa
677,68,COUNTER HAZARD!!,Kaunta Hazado!!,Counter Hazard!!,19,2012-08-20,2012 Issue ,2012,Saga de Dressrosa
678,68,Lobby of Laboratory Building A,Kenkyujo-nai E-To Robi,Lobby of Laboratory Building A,17,2012-08-27,2012 Issue ,2012,Saga de Dressrosa
679,69,The G-5 Spirit,Kokoroiki Ji-Faibu,The G-5 Spirit,19,2012-09-03,2012 Issue ,2012,Saga de Dressrosa
680,69,Marine G-5 Base Commander Vergo the Demon Bamboo,"Kaigun Ji-Faibu Kichicho ""Kichiku no Verugo""",G-5 Commander Vergo the Bamboo Demon,19,2012-09-10,2012 Issue ,2012,Saga de Dressrosa
681,69,Luffy vs. Master,Rufi Basasu Masuta,Luffy vs. Master,19,2012-09-15,2012 Issue ,2012,Saga de Dressrosa
682,69,Puppet Master,Kuromaku,Puppet Master,19,2012-09-24,2012 Issue ,2012,Saga de Dressrosa
683,69,An Icy Woman,Kori no yo na On'na,An Icy Woman,19,2012-10-06,2012 Issue ,2012,Saga de Dressrosa
684,69,"Don't Do It, Vegapunk",Yamerunda Begapanku,"Don't Do It, Vegapunk",19,2012-10-15,2012 Issue ,2012,Saga de Dressrosa
685,69,My Name is Momonosuke!!,"Momonosuke, Sessha no Na ni Gozaru!!",My Name is Momonosuke,19,2012-10-22,2012 Issue ,2012,Saga de Dressrosa
686,69,The Snow Woman in the Biscuits Room,Bisuketto Rumu no Yuki-Onna,The Snow-Woman in the Biscuits Room,19,2012-10-29,2012 Issue ,2012,Saga de Dressrosa
687,69,Wild Beast,Moju,Wild Beast,19,2012-11-05,2012 Issue ,2012,Saga de Dressrosa
688,69,Mocha,Mocha,Mocha,19,2012-11-12,2012 Issue ,2012,Saga de Dressrosa
689,69,A Seemingly Non-Existent Island,Nai Yo de Aru Shima,The Island That's There but Isn't There,19,2012-11-26,2012 Issue ,2012,Saga de Dressrosa
690,69,SAD,Esu-E-Di,S.A.D.,19,2012-12-03,2013 Issue,2012,Saga de Dressrosa
691,70,King of Shinokuni,Shi no Kuni no O,King of the Land of the Dead,21,2012-12-10,2013 Issue,2012,Saga de Dressrosa
692,70,Assassins from Dressrosa,Doresuroza kara Kita Shikaku,Assassins from Dressrosa,19,2012-12-17,2013 Issue,2012,Saga de Dressrosa
693,70,Die for Me,Shinde kure,Die for Me,17,2012-12-22,2013 Issue 4,2012,Saga de Dressrosa
694,70,The Most Dangerous Man,Mottomo Kiken na Otoko,The Most Dangerous Man,17,2013-01-04,2013 Issue 6,2013,Saga de Dressrosa
695,70,Leave It to Us!!!,Makasero!!!,Leave It to Us!!!,19,2013-01-21,2013 Issue,2013,Saga de Dressrosa
696,70,Alignment of Interests,Rigai no Itchi,Alignment of Interests,19,2013-01-28,2013 Issue,2013,Saga de Dressrosa
697,70,A Deal,Torihiki,A Deal,19,2013-02-04,2013 Issue ,2013,Saga de Dressrosa
698,70,Doflamingo Appears,Dofuramingo Arawaru,Enter Doflamingo,19,2013-02-09,2013 Issue ,2013,Saga de Dressrosa
699,70,Morning Edition,Chokan,Morning Edition,19,2013-02-25,2013 Issue ,2013,Saga de Dressrosa
700,70,His Own Pace,Yatsu no Pesu,His Momentum,19,2013-03-04,2013 Issue ,2013,Saga de Dressrosa
701,71,"Adventure in the Land of Love, Passion, and Toys",Ai to Jonetsu to Omocha no Kuni no Boken,"Adventure in the Land of Love, Passion, and Toys",19,2013-03-11,2013 Issue ,2013,Saga de Dressrosa
702,71,Corrida Colosseum,Korida Koroshiamu,Corrida Coliseum,15,2013-03-25,2013 Issue ,2013,Saga de Dressrosa
703,71,Waiting Room,Hikaeshitsu,Waiting Room,19,2013-04-01,2013 Issue ,2013,Saga de Dressrosa
704,71,Lucy and the Statue of Kyros,Rushi to Kyurosu no Zo,Lucy and the Statue of Kyros,19,2013-04-08,2013 Issue ,2013,Saga de Dressrosa
705,71,Maynard the Pursuer,Tsuigeki no Meinado,Maynard the Pursuer,19,2013-04-15,2013 Issue ,2013,Saga de Dressrosa
706,71,I Won't Laugh at You,Omae o Warawanai,I Ain't Gonna Laugh at Ya,15,2013-04-22,2013 Issue ,2013,Saga de Dressrosa
707,71,B Block,Bi Burokku,Block B,17,2013-04-27,2013 Issue 22-,2013,Saga de Dressrosa
708,71,Colosseum of Scoundrels,Kusemono-tachi no Koroshiamu,Coliseum of Scoundrels,15,2013-05-13,2013 Issue ,2013,Saga de Dressrosa
709,71,King Punch!!,Kingu Panchi!!,King Punch!!,19,2013-05-20,2013 Issue ,2013,Saga de Dressrosa
710,71,To Green Bit,Gurin Bitto e,To Greenbit,19,2013-06-10,2013 Issue ,2013,Saga de Dressrosa
711,71,Adventure in the Land of Dwarves,Kobito no Kuni no Boken,Adventure in the Land of the Little People,19,2013-06-17,2013 Issue ,2013,Saga de Dressrosa
712,72,Violet,Vaioretto,Violet,19,2013-07-01,2013 Issue ,2013,Saga de Dressrosa
713,72,Usoland,Usorando,Usoland,19,2013-07-08,2013 Issue ,2013,Saga de Dressrosa
714,72,Lucy and Ucy,Rushi to Ushi,Lucy and Moocy,19,2013-07-13,2013 Issue ,2013,Saga de Dressrosa
715,72,Closely Contested C Block,Gekisen-ku Shi Burokku,The Battleground of Block C,19,2013-07-22,2013 Issue ,2013,Saga de Dressrosa
716,72,Don Chinjao,Don Chinjao,Don Chin Jao,19,2013-08-05,2013 Issue ,2013,Saga de Dressrosa
717,72,Dressrosa's Forgotten,Doresuroza no Wasuremono,Dressrosa's Forgotten,19,2013-08-12,2013 Issue 37-,2013,Saga de Dressrosa
718,72,Riku Royal Army on the Flower Hill,Ohanabatake no Riku O Gun,Riku Royal Army at the Flower Field,19,2013-08-26,2013 Issue ,2013,Saga de Dressrosa
719,72,"Open, Chinjao",Hirake Chinjao,"Open, Chin Jao",19,2013-09-02,2013 Issue ,2013,Saga de Dressrosa
720,72,Prison-Gladiators,Shujin Kentoshi,Prison-Gladiators,19,2013-09-09,2013 Issue ,2013,Saga de Dressrosa
721,72,Rebecca and Soldier-san,Rebekka to Heitai-san,Rebecca and the Soldier,19,2013-09-14,2013 Issue ,2013,Saga de Dressrosa
722,73,Royal Bloodlines,Ozoku no Ketto,Royal Bloodlines,19,2013-09-30,2013 Issue ,2013,Saga de Dressrosa
723,73,Change of Plans,Henko Sakusen,Change of Plans,19,2013-10-07,2013 Issue ,2013,Saga de Dressrosa
724,73,Law's Plan,Ro no Sakusen,Law's Plan,19,2013-10-12,2013 Issue ,2013,Saga de Dressrosa
725,73,The Undefeated Woman,Muhai no Onna,The Undefeated Woman,17,2013-10-21,2013 Issue ,2013,Saga de Dressrosa
726,73,The Riku Family,Riku Ichizoku,The Riku Family,19,2013-11-02,2013 Issue ,2013,Saga de Dressrosa
727,73,The Lurking Hero,Machibuseru Hiro,The Hero's Ambush,19,2013-11-11,2013 Issue ,2013,Saga de Dressrosa
728,73,The Number of Tragedies,Higeki no Kazu,The Number of Tragedies,19,2013-11-18,2013 Issue ,2013,Saga de Dressrosa
729,73,Warlord Doflamingo vs. Warlord Law,Shichibukai Dofuramingo Basasu Shichibukai Ro,Warlord Doflamingo vs. Warlord Law,17,2013-11-25,2013 Issue ,2013,Saga de Dressrosa
730,73,3 Cards,San-mai no Kado,Three Cards,19,2013-12-09,2014 Issue,2013,Saga de Dressrosa
731,73,Operation Dressrosa SOP,Doresuroza Esu-O-Pi Sakusen,Operation Dressrosa S.O.P.,19,2013-12-16,2014 Issue,2013,Saga de Dressrosa
732,74,An Underground World,Chika no Sekai,An Underground World,19,2013-12-21,2014 Issue 4,2013,Saga de Dressrosa
733,74,What Soldier-san Wants,Heitai-san no Hoshii Mono,What the Soldier Wants,19,2014-01-04,2014 Issue 6,2014,Saga de Dressrosa
734,74,The Kamaitachi of Rommel,Ronmeru no Kamaitachi,The Slicing Winds of Rommel,19,2014-01-20,2014 Issue,2014,Saga de Dressrosa
735,74,Fujitora's Intention,Fujitora no Omowaku,Fujitora's Plan,19,2014-01-27,2014 Issue,2014,Saga de Dressrosa
736,74,Executive Officer Diamante,Saiko Kanbu Diamante,Supreme Officer Diamante,19,2014-02-03,2014 Issue ,2014,Saga de Dressrosa
737,74,Officer's Tower,Kanbu-to,Officer's Tower,19,2014-02-10,2014 Issue ,2014,Saga de Dressrosa
738,74,"Trebol Army, Special Officer Sugar",Toreboru-gun Tokubetsu Kanbu Shuga,"Trebol Army, Special Officer Sugar",19,2014-02-24,2014 Issue ,2014,Saga de Dressrosa
739,74,Commander,Taicho,Captain,19,2014-03-03,2014 Issue ,2014,Saga de Dressrosa
740,74,It's in Your Hands!!!,Tanomu!!!,It's in Your Hands!!!,19,2014-03-10,2014 Issue ,2014,Saga de Dressrosa
741,74,Usoland the Liar,Usotsuki Usorando,Usoland the Liar,19,2014-03-17,2014 Issue ,2014,Saga de Dressrosa
742,74,I'll Always Be By Your Side,Itsudemo Kimi no Soba ni Iru,Ever at Your Side,19,2014-03-31,2014 Issue ,2014,Saga de Dressrosa
743,75,Dressrosa Trembles,Gekishin no Doresuroza,Dressrosa Trembles,19,2014-04-07,2014 Issue ,2014,Saga de Dressrosa
744,75,Revolutionary Army Chief of Staff,Kakumei-gun Sanbo Socho,Revolutionary Army Chief of Staff,19,2014-04-14,2014 Issue ,2014,Saga de Dressrosa
745,75,The Birdcage,Torikago,The Birdcage,19,2014-04-28,2014 Issue 22-,2014,Saga de Dressrosa
746,75,Stars,Hoshi,Stars,19,2014-05-12,2014 Issue ,2014,Saga de Dressrosa
747,75,Executive Officer Pica,Saiko Kanbu Pika,Supreme Officer Pica,19,2014-05-19,2014 Issue ,2014,Saga de Dressrosa
748,75,My Repayment,Ore no Ongaeshi,Repaying the Debt,17,2014-05-26,2014 Issue ,2014,Saga de Dressrosa
749,75,March Forward!! Army of Rascals,Susume!! Kusemono Gundan,"Onward, Gallery of Rogues!!",17,2014-06-02,2014 Issue ,2014,Saga de Dressrosa
750,75,The State of the War,Senkyoku,Flashpoints,19,2014-06-23,2014 Issue ,2014,Saga de Dressrosa
751,75,Sabo vs. Admiral Fujitora,Sabo Basasu Taisho Fujitora,Sabo vs. Admiral Fujitora,17,2014-06-30,2014 Issue ,2014,Saga de Dressrosa
752,75,Palm,Tenohira,Palm,17,2014-07-07,2014 Issue ,2014,Saga de Dressrosa
753,76,Battle,Ikusa,Battle,17,2014-07-19,2014 Issue ,2014,Saga de Dressrosa
754,76,Pleased to Make Your Acquaintance,Omishirioki o,Making Acquaintance,17,2014-07-28,2014 Issue ,2014,Saga de Dressrosa
755,76,A Man's World,Otoko no Sekai,A Man's World,17,2014-08-04,2014 Issue ,2014,Saga de Dressrosa
756,76,The Fourth Step,Yondanme,The Fourth Step,19,2014-08-11,2014 Issue 37-,2014,Saga de Dressrosa
757,76,Trump Card,Kirifuda,Trump Card,17,2014-08-25,2014 Issue ,2014,Saga de Dressrosa
758,76,Just Keep Going,Kamawazu Susume,Just Keep Going,17,2014-09-01,2014 Issue ,2014,Saga de Dressrosa
759,76,Secret Plan,Hisaku,Secret Plan,17,2014-09-08,2014 Issue ,2014,Saga de Dressrosa
760,76,The Same Bet,Onaji Kake,The Same Bet,13,2014-09-13,2014 Issue ,2014,Saga de Dressrosa
761,76,Ope Ope no Mi,Ope Ope no Mi,The Op-Op Fruit,15,2014-09-22,2014 Issue ,2014,Saga de Dressrosa
762,76,The White Town,Shiroi Machi,The White Town,17,2014-10-06,2014 Issue ,2014,Saga de Dressrosa
763,76,Declaration of Humanity,Ningen Sengen,Declaration of Humanity,17,2014-10-11,2014 Issue ,2014,Saga de Dressrosa
764,77,White Monster,Howaito Monsuta,White Monster,19,2014-10-20,2014 Issue ,2014,Saga de Dressrosa
765,77,"Minion, the Isle of Fate",Unmei no Shima Minion,"Minion, the Isle of Fate",17,2014-10-27,2014 Issue ,2014,Saga de Dressrosa
766,77,Smile,Sumairu,Smile,17,2014-11-10,2014 Issue ,2014,Saga de Dressrosa
767,77,Cora-san,Kora-san,Cora,17,2014-11-17,2014 Issue ,2014,Saga de Dressrosa
768,77,The Trigger That Day,Ano Hi no Hikigane,The Trigger That Day,15,2014-11-22,2014 Issue ,2014,Saga de Dressrosa
769,77,Bellamy the Pirate,Kaizoku Berami,Bellamy the Pirate,17,2014-12-01,2015 Issue,2014,Saga de Dressrosa
770,77,The Spear of Elbaf,Erubafu no Yari,The Spear of Elbaph,17,2014-12-15,2015 Issue,2014,Saga de Dressrosa
771,77,"Sai, Don of the Happo Navy",Happo Suigun Don Sai,"Sai, Don of the Happosui Army",19,2014-12-22,2015 Issue 4,2014,Saga de Dressrosa
772,77,Cabbage & Lomeo,Kyabetsu ando Romeo,Cabbage & Lomeo,17,2015-01-05,2015 Issue 6,2015,Saga de Dressrosa
773,77,Half & Half,Hafu ando Hafu,Half 'n Half,19,2015-01-19,2015 Issue,2015,Saga de Dressrosa
774,77,"Leo, Chief of the Tontatta Tribe Warriors",Tontatta-zoku Senshi-cho Reo,"Leo, Captain of the Tontatta Warriors",15,2015-01-26,2015 Issue,2015,Saga de Dressrosa
775,77,To Russian With Love,Rushian ni Ai o Komete,To Russian With Love,19,2015-02-02,2015 Issue ,2015,Saga de Dressrosa
776,78,Hero of the Colosseum,Koroshiamu no Eiyu,Hero of the Colosseum,19,2015-02-16,2015 Issue ,2015,Saga de Dressrosa
777,78,Zoro vs. Pica,Zoro Basasu Pika,Zolo vs. Pica,19,2015-02-23,2015 Issue ,2015,Saga de Dressrosa
778,78,Tactics No. 5,Takutikusu Nanba Faibu,Tactics No. 5,19,2015-03-02,2015 Issue ,2015,Saga de Dressrosa
779,78,The Last Fight,Saigo no Kenka,His Final Battle,19,2015-03-09,2015 Issue ,2015,Saga de Dressrosa
780,78,The Heart Curse,Hato no Jubaku,The Heart Curse,15,2015-03-23,2015 Issue ,2015,Saga de Dressrosa
781,78,Long-Cherished Desire,Honkai,Desire,19,2015-03-30,2015 Issue ,2015,Saga de Dressrosa
782,78,The Charisma of Evil,Aku no Karisuma,Champion of Evil,19,2015-04-06,2015 Issue ,2015,Saga de Dressrosa
783,78,In My Way,Jama da,In My Way,19,2015-04-13,2015 Issue ,2015,Saga de Dressrosa
784,78,Gear 4,Gia Fosu,Gear Four,19,2015-04-27,2015 Issue 22-,2015,Saga de Dressrosa
785,78,Even If Your Legs Break,Ashi ga Oretemo,On Broken Legs,19,2015-05-11,2015 Issue ,2015,Saga de Dressrosa
786,79,Gatz,Gyattsu,Gyats,17,2015-05-18,2015 Issue ,2015,Saga de Dressrosa
787,79,4 Minutes Before,Yon-pun Mae,Four Minutes Before,17,2015-05-25,2015 Issue ,2015,Saga de Dressrosa
788,79,My Battle,Watashi no Tatakai,My Battle,17,2015-06-01,2015 Issue ,2015,Saga de Dressrosa
789,79,Lucy!!,Rushi!!,LUCY!!,19,2015-06-08,2015 Issue ,2015,Saga de Dressrosa
790,79,Heaven and Earth,Ten to Chi,Heaven and Earth,19,2015-06-22,2015 Issue ,2015,Saga de Dressrosa
791,79,Rubble,Gareki,Rubble,17,2015-06-29,2015 Issue ,2015,Saga de Dressrosa
792,79,Prostration,Dogeza,On Hands and Knees,15,2015-07-06,2015 Issue ,2015,Saga de Dressrosa
793,79,Tiger and Dog,Tora to Inu,Tiger and Dog,15,2015-07-13,2015 Issue ,2015,Saga de Dressrosa
794,79,Sabo's Adventure,Sabo no Boken,Sabo's Adventure,15,2015-07-18,2015 Issue ,2015,Saga de Dressrosa
795,79,Suicide,Jisatsu,Suicide,17,2015-08-03,2015 Issue ,2015,Saga de Dressrosa
796,80,Soldier-san's Conviction,Heitai-san no Ketsui,Soldier's Conviction,19,2015-08-10,2015 Issue 37-,2015,Saga de Dressrosa
797,80,Rebecca,Rebekka,Rebecca,17,2015-08-24,2015 Issue ,2015,Saga de Dressrosa
798,80,Heart,Hato,Heart,17,2015-08-31,2015 Issue ,2015,Saga de Dressrosa
799,80,Parent and Child,Oya to Ko,Father and Sons,17,2015-09-07,2015 Issue ,2015,Saga de Dressrosa
800,80,Followers's Sake Cups,Kobun Sakazuki,Sons' Cups,17,2015-09-19,2015 Issue ,2015,Saga de Dressrosa
801,80,Opening Speech,Kaimaku Sengen,Opening Speech,17,2015-09-28,2015 Issue ,2015,Saga de Dressrosa
802,80,Zou,Zo,Zou,17,2015-10-05,2015 Issue ,2015,Saga de Whole Cake Island
803,80,Elephant Climbing,Tozo,Elephant Climbing,13,2015-10-10,2015 Issue ,2015,Saga de Whole Cake Island
804,80,Adventure in the Land Atop the Elephant's Back,Zo no Se no Kuni no Boken,Adventure in the Land Atop the Elephant's Back,17,2015-10-26,2015 Issue ,2015,Saga de Whole Cake Island
805,80,The Mink Tribe,Minku-zoku,The Minks,17,2015-11-02,2015 Issue ,2015,Saga de Whole Cake Island
806,80,At the Fortress of Right Belly,Ubara no Toride nite,At Rightflank Fortress,17,2015-11-09,2015 Issue ,2015,Saga de Whole Cake Island
807,81,10 Days Earlier,Toka Mae,Ten Days Earlier,17,2015-11-21,2015 Issue ,2015,Saga de Whole Cake Island
808,81,Duke Inuarashi,Inuarashi Koshaku,Duke Dogstorm,17,2015-11-30,2015 Issue ,2015,Saga de Whole Cake Island
809,81,Master Nekomamushi,Nekomamushi no Danna,The Cat Viper,19,2015-12-07,2016 Issue,2015,Saga de Whole Cake Island
810,81,The Curly Hat Pirates Arrive,"Guruwara no Ichimi, Joriku",The Twirly Hat Crew Arrives,17,2015-12-21,2016 Issue 3,2015,Saga de Whole Cake Island
811,81,Roko,Roko,Roko,19,2016-01-04,2016 Issue 5,2016,Saga de Whole Cake Island
812,81,"Capone ""Gang"" Bege","Kapone ""Gyangu"" Bejji","Capone ""Gang"" Bege",17,2016-01-18,2016 Issue,2016,Saga de Whole Cake Island
813,81,Tea Party Invitation,Ochakai no Shotaijo,Tea Party Invitation,17,2016-01-25,2016 Issue,2016,Saga de Whole Cake Island
814,81,Let's Go See Master Nekomamushi,Nekomamushi no Dan'na ni Ai ni Yuko,Let's Go See The Cat Viper,17,2016-02-01,2016 Issue,2016,Saga de Whole Cake Island
815,81,Take Me with You!!,Ore mo Tsureteke!!,Take Me with You!!,17,2016-02-08,2016 Issue ,2016,Saga de Whole Cake Island
816,81,Dog vs. Cat,Inu Basasu Neko,Dog vs. Cat,17,2016-02-15,2016 Issue ,2016,Saga de Whole Cake Island
817,82,Raizo of the Mist,Kiri no Raizo,Raizo of the Mist,19,2016-02-29,2016 Issue ,2016,Saga de Whole Cake Island
818,82,Inside the Whale,Kujira no Naka de,Inside the Whale,17,2016-03-07,2016 Issue ,2016,Saga de Whole Cake Island
819,82,"Momonosuke, Heir to the Kozuki Family",Kozuki-ke Atotori Momonosuke,"Momonosuke, Heir to the Kozuki Clan",17,2016-03-14,2016 Issue ,2016,Saga de Whole Cake Island
820,82,Dog and Cat Have a History,Inu to Neko ni Rekishi Ari,Cats and Dogs Have a History,17,2016-03-19,2016 Issue ,2016,Saga de Whole Cake Island
821,82,Understood,Shochi Shita,Understood,19,2016-04-04,2016 Issue ,2016,Saga de Whole Cake Island
822,82,Descending the Elephant,Gezo,Descending the Elephant,17,2016-04-11,2016 Issue ,2016,Saga de Whole Cake Island
823,82,The World is Restless,Zawatsuku Sekai,The World is Restless,17,2016-04-18,2016 Issue ,2016,Saga de Whole Cake Island
824,82,Whim,Kimagure,Playing Pirates,19,2016-04-25,2016 Issue 21-,2016,Saga de Whole Cake Island
825,82,The WENP's Comic Strip,Sekei no Emonogatari,Comic Strip,13,2016-05-09,2016 Issue ,2016,Saga de Whole Cake Island
826,82,0 and 4,Rei to Yon,0 and 4,17,2016-05-23,2016 Issue ,2016,Saga de Whole Cake Island
827,82,Totto Land,Totto Rando,Totto Land,17,2016-05-30,2016 Issue ,2016,Saga de Whole Cake Island
828,83,1 and 2,Ichi to Ni,1 and 2,17,2016-06-06,2016 Issue ,2016,Saga de Whole Cake Island
829,83,"Emperor of the Sea, Charlotte Linlin","Kaizoku ""Yonko"" Sharotto Rinrin","Emperor of the Sea, Charlotte Linlin",18,2016-06-20,2016 Issue ,2016,Saga de Whole Cake Island
830,83,A Man You Can Bet On,Kakerareru Otoko,A Man You Can Bet On,17,2016-06-27,2016 Issue ,2016,Saga de Whole Cake Island
831,83,Adventure in the Mysterious Forest,Fushigi na Mori no Boken,Adventure in the Mysterious Forest,17,2016-07-04,2016 Issue ,2016,Saga de Whole Cake Island
832,83,Germa Kingdom,Jeruma Okoku,Kingdom of Germa,19,2016-07-16,2016 Issue ,2016,Saga de Whole Cake Island
833,83,Vinsmoke Judge,Vinsumoku Jajji,Vinsmoke Judge,19,2016-07-25,2016 Issue ,2016,Saga de Whole Cake Island
834,83,My Dream,Ore no Yume,My Dream,17,2016-08-01,2016 Issue ,2016,Saga de Whole Cake Island
835,83,The Nation of Souls,Tamashii no Kuni,Kingdom of Soul,19,2016-08-08,2016 Issue 36-,2016,Saga de Whole Cake Island
836,83,The Vivre Card Lola Gave,Rora ga Kureta Biburu Kado,Lola's Vivre Card,15,2016-08-22,2016 Issue ,2016,Saga de Whole Cake Island
837,83,Luffy vs. Commander Cracker,Rufi Basasu Shosei Kurakka,Luffy vs. Cracker the General,17,2016-08-29,2016 Issue ,2016,Saga de Whole Cake Island
838,83,Choniki,Choniki,Chobro,17,2016-09-05,2016 Issue ,2016,Saga de Whole Cake Island
839,84,I Owe You My Life,Kuso Osewa ni Narimashita,I Owe You My Life!,17,2016-09-17,2016 Issue ,2016,Saga de Whole Cake Island
840,84,The Iron Mask,Tekkamen,The Iron Mask,17,2016-09-26,2016 Issue ,2016,Saga de Whole Cake Island
